Rank,Word,Pronunciation,PoS,Definition
740,goat,/go?t/,noun,???????a small animal related to sheep
768,goodness,/?¨À?dn?s/,noun,"???????pleasing, valuable or useful"
647,goods,/g?dz/,noun,???????personal possessions; things you can buy
209,gradient,/?gre?.di.?nt/,noun,???????a measure of how steep a road is; in science: the rate of change of something such as temperature or pressure
815,gram,/gr?m/,noun,???????a metric unit of weight
135,grammatical,/gr??m?t.?.k?l/,adj,???????concerning grammatical rules
18,graph,"/gr?f,.gr¨»f/",noun,???????a diagram that shows how variables are related.
539,grasp,/¨À??sp/,verb,???????to grip something firmly with the hands
611,gravity,/?gr?v.?.ti/,noun,???????the force that makes things fall down towards the ground
491,grid,/gr?d/,noun,???????a metal structure with bars that is used to cover a hole
624,gross,/¨À?o?s/,adj,???????total amount; extreme or unreasonable
784,gut,/g?t/,noun,"???????the parts inside: a human body, animal body or a machine"
374,habitat,/?h?b.??t?t/,noun,"???????the natural place, or type of place, where a plant or animal lives"
921,halfway,/h?fwe?/,adv,???????a middle point between two extremes
947,handout,/?h?nda?t/,noun,"???????a piece of paper with information, often given out before a presentation"
370,harvest,/?h¨»?.v?st/,noun,???????the time that you bring the crops in from the fields; (v.) to bring in crops
946,hawk,/h?k/,noun,???????a large bird that gets its food by killing smaller birds and animals
876,headquarters,/?h?d?kw?r.t?rz/,noun,???????the main office of a company or organisation
839,hedge,/h?d?/,noun,???????a fence made with small trees; avoid or try to avoid fulfilling
733,helix,/?hi.l?ks/,noun,???????a 3D spiral shape
678,hepatitis,/?h?p.??ta?.t?s/,noun,"???????a disease of the liver that causes inflammation, yellow skin and a fever"
904,herbicide,/?h?r.b??sa?d/,noun,???????a poison that kills weeds
237,hierarchy,/?ha?.??r¨»r.ki/,noun,???????a system for organizing people or things according to their importance
728,hip,/h?p/,noun,???????the upper part of the leg
583,historically,/h??st?r.?k.li,adv,???????throughout history
928,homework,/?ho?m?w?rk/,noun,???????work that a student is given to do at home
592,horizon,/h???a?.z?n/,noun,???????the line where the earth or sea meets the sky
142,horizontal,/?h?r.??z?n.tl/,adj,???????flat or level
386,hormone,/?h?r.mo?n/,noun,???????a chemical produced by the body to control some function
558,hydrogen,/?ha?.d??.d??n/,noun,"???????the lightest of all chemical elements, has no smell or color"
90,identical,/a??d?n.t?.k?l/,adj,???????the same in every way
57,identification,/??d?n.t?.f??ke?.??n/,noun,???????the state of being identified; something that identifies a person
163,ideology,/?a?.di??l.?.d?i/,noun,???????a set of beliefs by groups or individuals
666,illusion,/??l(j)u???n/,noun,"???????an image that seems real, but is not real"
282,immune,/??mjun/,adj,"???????not affected by something, such as a disease"
7,impact,/??m.p?kt/,noun,???????a striking effect or result (v.) to hit with force
276,implicit,/?m?pl?s.?t/,adj,???????not stated directly
520,importantly,/?m?po?.tnt.l?/,adv,???????in an important way
515,impulse,/??mp?ls/,noun,???????a sudden desire to do something that is not planned
130,incidence,/??n.s?.d?ns/,noun,???????the rate that something happens
691,incline,/?n?kla?n/,noun,???????a slope or surface that rises uphill
230,inclusion,/?n?klu???n/,noun,???????something or someone that is added or included
920,incredible,/???k??d?b?l/,adj,???????very hard to believe
943,incredibly,/???k??d?bli/,adv,"???????extremely, hard to believe"
807,incumbent,/?n?k?m.b?nt/,noun,???????a person who holds a particular office or position
308,independently,/??nd??p?nd?ntli/,adv,???????act in an independent manner
175,indicator,/?nd?k?e?t?/,noun,"???????an instrument that shows conditions in a machine, such as temperature, speed, pressure; in chemistry: a compound that changes color in the presence of an acid or a base"
844,indifference,/?n?d?f.??ns/,noun,???????a lack of enthusiasm or interest in things; seeming not to care
306,indigenous,/?n?d?d?.?.n?s/,adj,"???????living or growing naturally in an area, not brought from somewhere else"
312,indirect,/??nd??kt/,adj,???????having a path that is not straight or direct
659,individually,/??nd?v?d?u?li/,adv,???????in an individual manner; separately
22,induce,/?n.djus/,verb,"???????to cause, to persuade"
131,induction,/??n?d?k.??n/,noun,"???????bringing about, or causing"
798,industrialization,/?n?d?s.tri.?.l??ze?.??n/,noun,???????the process of creating and developing many businesses and factories in an area
832,industrialize,/?n?d?s.tri.??la?z/,verb,???????to develop a lot of industry
89,inequality,/??n.??kw?l.?.ti/,noun,"???????not the same; in maths: a statement that compares two quantities using <, >, =,=, or ?"
576,inevitably,/?n??v.?.t?.bli/,adv,???????happening with complete certainty
103,infect,/?n?f?kt/,verb,???????to give someone a disease
658,infectious,/?n?f?k.??s/,adj,"???????capable of causing infection, by the spreading of a bacteria or virus to others"
232,inference,/??n.f?r.?ns/,noun,???????an opinion that you form based on information you already have
579,inferior,/?n?f??.i.?/,adj,???????not as good as something else
216,infinite,/??nf?n?t/,adj,???????without an end
674,infinity,/?n?f?n?ti/,noun,???????with out end; limitless
507,influential,/??nflu?n??l/,adj,???????having the power to cause change; having influence
347,informal,/??nf?rm?l/,adj,???????a relaxed (not formal) feeling
247,inhibit,/?n?h?b.?t/,verb,???????to make it difficult for a process to start or continue in a normal way
332,inhibition,/??n.??b??.?n/,noun,???????the process whereby nerves can retard or prevent the functioning of an organ; the act of blocking or holding back
245,initiate,/??n??.i?e?t/,verb,???????to start
591,initiation,/??n??.i?e?.??n/,noun,"???????a formal entry into an organization, position or office"
564,inject,/?n?d??kt/,verb,???????to put medicine into someone with a syringe
257,injection,/?n?d??k.??n/,noun,???????a way to put (inject) a drug or another substance into your body
738,innate,/?.n??t/,adj,???????present in a person or animal from the time of birth
259,insect,/??ns?kt/,noun,"???????a small animal with 6 legs such as a bee, ant or fly."
407,insert,/??ns?t/,verb,???????to put something in something
167,instability,/??n.st??b?l.?.ti/,noun,???????not stable; changeable
831,instinct,/??n.st??kt/,noun,"???????the natural way a person or animal thinks or behaves, knowledge that is not learned"
159,integral,/?nt?gr?l/,adj,???????part of something
79,integration,/??n.t??gre?.??n/,noun,???????bringing things together into a whole
54,intensity,/?n?t?n.s?.ti/,noun,"???????great energy, strength, concentration; in physics: Intensity = Power/Unit of area"
546,intensive,/?n?t?ns?v/,adj,???????needs great effort for a short period of time
156,interact,/??n.t?r??kt/,verb,???????to talk and do things with other people
489,interestingly,/??n.t?r.?.st??/,adv,???????causing someone to feel excitement or interest
196,interface,/??n.t?r?fe?s/,noun,???????a shared boundary between two persons or systems through which information is communicated.
621,interfere,/??nt?f?r/,verb,???????to get involved in the business of others without invitation
108,intermediate,/??n.t?r?mi.di.?t/,adj,???????between
734,interrupt,/??n.t??r?pt/,verb,???????to cause something to stop happening for a time
24,interval,/??n.t?r.v?l/,noun,"???????the distance between two points, numbers or times"
599,intervene,/??n.t?r?vin/,verb,"???????to get involved, to prevent trouble"
780,interviewer,/??nt?vju?/,noun,"???????a person who asks questions, of one or more people, to obtain information"
779,invade,/?n?ve?d/,verb,???????to enter a place with an aim of taking control of it
575,invasion,/?n?ve?.??n/,noun,???????an entry into a place for the purpose of taking control
650,inversion,/?n?v?r.??n/,noun,???????a change in position of things so they become the opposite
717,invert,/?n?v?rt/,verb,???????to turn something upside down
14,ion,/?a?.?n/,noun,???????a charged atom
651,irrelevant,/??r?l?v?nt/,adj,"???????not important, not related to the topic"
662,irrigation,/??r.??ge?.??n/,noun,???????supplying lands with water using pipes or other artificial methods
757,jazz,/d??z/,noun,???????a type of American music known for its energetic beat and parts that musicians make up as they go along
835,junior,/d?uny?/,adj,???????someone lower in rank
460,justification,/?d??s.t?.f??ke?.??n/,noun,???????a reason or fact that explains why something happens or exists
671,kidney,/?k?d.ni/,noun,???????an organ in the body that cleans the blood
837,kilometer,/k?l¨»m?t?/,noun,???????a metric unit of length equal to 1000 meters
799,lab,/l?b/,noun,???????laboratory; a place to do scientific experiments
256,lateral,/?l?t.?r.?l/,adj,???????on the side; moving sideways
745,layout,/le??a?t/,noun,???????a plan or design of something
203,leaf,/li?f/,noun,???????the green part of a tree or plant
860,lecturer,/l?kt???/,noun,???????a teacher in university; a person who gives lectures
771,legend,/?l?d?.?nd/,noun,???????a story which is told and generally believed but can not be proven
500,legitimate,/l??d??t.?.m?t/,adj,???????being reasonable and sound
692,leisure,/l???/,noun,???????time when you have no work to do and can do as you want
899,lever,/?li.v?r/,noun,???????a handle that one pulls to operate a machine
44,lexical,/?l?k.s?.k?l/,adj,???????about words
816,liable,/?la?.?.b?l/,adj,???????legally responsible for something
716,lifestyle,/'la?f.sta?l/,noun,???????the type of life that you have
461,lifetime,/'la?f.ta?m/,noun,???????the time between birth and death
226,likelihood,/?la?k.li?h?d/,noun,???????the chance that something might happen
438,likewise,/'la?k.wa?z/,adj,"???????in the same way, in addition to"
630,limb,/l?m/,noun,"???????leg, arm or wing"
16,linear,/?l?n.i.?r/,adj,???????made of lines
20,linguistic,/l???gw?s.t?k/,adj,???????belonging to language
385,linguistics,/l???¨Àw?st?ks/,noun,???????the study of human languages
872,liter,/lit?/,noun,???????an amount of a liquid equivalent to one kilogram of water
425,liver,/?l?v.?r/,noun,???????a large organ in the body that helps to absorb food and clean the blood
338,locally,/lo?k?li/,adj,???????concerning the area where you are
115,locus,/?lo?.k?s/,noun,???????a place or location; in genetics: the location of a gene on a chromosome
260,logical,/?l?d?.?.k?l/,adj,???????sensible; reasonable
263,longitudinal,/?l?n.d???tud.n.l/,adj,???????going from the top to the bottom of something
283,loop,/lup/,noun,???????a round shape
869,lump,/l?mp/,noun,"???????a small hard part of something smooth, soft, or continuous"
411,lung,/l??/,noun,???????an organ used to breathe
688,machinery,/m???i.n?.ri/,noun,???????machines in general
104,magnetic,/m?g?n?t.?k/,adj,"???????having the properties of a magnet, being able to attract."
228,magnitude,/?m?¨Àn?tju?d/,noun,???????size or importance
953,mall,/m?l/,noun,???????a large shopping center with many individual stores
517,manipulate,/m??n?p.j??le?t/,verb,???????to control something or someone
444,manipulation,/m??n?p.j??le?.??n/,noun,???????the act of controlling something or someone
455,manual,/?m?n.ju.?l/,adj,???????needing the use of physical strength or work; (n.) a book of information or instructions
133,manuscript,/?m?n.j??skr?pt/,noun,"???????a document, a piece of writing"
817,marble,/?m¨»?.b?l/,noun,???????a kind of stone; metamorphosed limestone
265,marginal,/?m¨»r.d??.nl/,adj,???????very small; on the edge; not important
48,marker,/?m¨»r.k?r/,noun,???????something that is easy to recognize or identify
829,marrow,/?m?r.o?/,noun,"???????a soft, fatty tissue inside bones"
112,maternal,/m??t?r.nl/,adj,???????having to do with being a mother
225,mathematical,/?m?¦È??m?t?k?l/,adj,???????concerning mathematics
15,matrix,/?me?.tr?ks/,noun,"???????a substance, situation, or environment in which something has its origin - in math: an arrangement of numbers in rows and columns"
429,maximize,/m?ks?m?a?z/,verb,"???????to increase, or become as large or great as possible"
481,meaningful,/min??f?l/,adj,???????having importance
652,mechanic,/m??k?n.?k/,noun,???????a person who looks after machinery
377,mechanical,/m?k?n?k?l/,adj,???????using or having to do with machines
775,media,/?mi.di.?/,noun,"???????a means of communication, such as television, newspapers, and the internet"
168,mediate,/?mi.di?e?t/,verb,"???????to bring about an agreement between persons or groups, act as a helper"
41,membrane,/?m?m.bre?n/,noun,???????a thin covering of tissue
910,memorize,/m?m??a?z/,verb,???????to study something well enough that it can be retrieved from memory
867,mentor,/m?nt??r/,noun,???????an experienced or wise person who teaches or helps another person
874,mercury,/?m?r.kj?.ri/,noun,"???????a heavy, silver-white metal that is used in thermometers to measure temperature; a planet"
551,merge,/m?d?/,verb,???????to cause two or more things to become combined into one
821,messenger,/m?s?nd??/,noun,???????someone who delivers a messages
549,metabolism,/m??t?b.??l?z.?m/,noun,???????the chemical processes of the body in which food is converted to energy
423,metaphor,/?m?t.??f?r/,noun,???????a figure of speech based on analogy
210,methodology,/?m?¦È.??d?l.?.d?i/,noun,"???????a system of practices, techniques, procedures, and rules that guide a discipline."
847,micro,/?ma?.k?o?/,prefix,"???????a prefix meaning 'very small', such as microchip"
174,mid,/m?d/,adj,???????at (or near) the middle point
673,migrate,/ma?.?¨À?e?t/,verb,???????to move from place to another to live or work
224,migration,/ma??gre?.??n/,noun,???????the process by which people or animals move to another place
919,millimeter,/?m?l??mit?/,noun,???????1/1000th of a meter
400,mineral,/m?n??l/,noun,???????a substance naturally formed in the ground
140,minimal,/?m?n.?.m?l/,adj,???????the smallest possible
321,minimize,/?m?n.??ma?z/,verb,???????to make something as small as possible
801,minus,/?ma?.n?s/,prep,???????being less than zero in number
907,missile,/?m?s.a?l/,noun,"???????a weapon, usually thrown, shot or launched"
443,mobility,/mo??b?l?ti/,noun,???????the ability to move
243,modification,/m?¨»d?f?ke???n/,noun,"???????a small change to a machine, system, or plan"
888,mole,/mo?l/,noun,???????a small animal with dark fur that lives under the ground; a unit for measuring molecules
36,molecular,/m??l?k.j?.l?r/,adj,???????about or caused by combined atoms
47,molecule,/?m?l.??kjul/,noun,???????two or more atoms chemically combined
566,momentum,/mo??m?n.t?m/,noun,???????the force that gives something the ability to keep going
436,monetary,/?m?.n?.t?.r?/,adj,"???????concerning money, often referring to a country's economic system"
373,monkey,/?m??ki/,noun,"???????an animal, closely related to humans, that lives in trees"
715,monopoly,/m??n?p.?.li/,adv,???????complete control of the market for a service or product
570,morality,/m??r?l.?.ti/,noun,???????a set of ideas about the right and wrong ways of behaving
255,morphological,/m?r?f?l.?.d?i/,adj,???????the study of form and structure
188,morphology,/m?r?f?l.?.d?i/,noun,"???????the study of the forms and structures of plants, animals and words"
61,mortality,/m?r?t?l.?.ti/,noun,???????the quality or state of being human and being able to die
553,motif,/mo??tif/,noun,"???????a distinctive form, shape or figure in a design"
554,motive,/?mo?t?v/,noun,???????a reason for doing something
927,multi,/?multi/,prefix,???????a prefix meaning 'more than one'
878,multinational,/?m?l.ti?n??.?.nl/,adj,???????involving many countries
569,multiply,/?m?l.t??pla?/,verb,???????to increase greatly in number
73,mutation,/mju?te?.??n/,noun,???????a change; in genetics: any event that changes genetic structure
473,myth,/m?¦È/,noun,???????a popular belief that is false or unsupported by fact
843,naked,/?n?k?d/,adj,???????not wearing any clothes
107,namely,/?ne?m.li/,adv,"???????that is to say, specifically"
942,nasty,/?n?s.ti/,adj,"???????very bad, unpleasant, offensive"
446,nationalism,/?n???n?l?z?m/,noun,???????one's love of country and willingness to sacrifice for it
897,neat,/nit/,adj,???????not messy; clean and orderly
422,necessity,/n?s?s?ti/,noun,???????something that you must have or do
944,neo,/?ni???/,prefix,???????a prefix meaning 'recent' or 'new'
523,nest,/n?st/,noun,???????the home of a bird or spider
157,neural,/?n??r.?l/,adj,???????about the nerves or nervous system
42,neuron,/?n??r.?n/,noun,???????a nerve cell; the basic building block of the nervous system.
264,neutral,/?nju?t??l/,adj,???????not involved; without strong feeling; without electrical charge; not acidic or akaline
868,nicely,/?n??sli/,adv,???????in a nice way
752,niche,/n?t?/,noun,"???????a small area; a specialised business, job or activity"
450,nitrogen,/?na?.tr?.d??n/,noun,???????a colorless chemical element without a smell that forms most of the earth's atmosphere
699,noble,/?no?b?l/,adj,???????having personal qualities that people admire
58,node,/no?d/,noun,???????an intersection or junction point in a network; a part on a plant where a new leaf grows
875,noisy,/n??zi/,adj,???????loud sounds that cause discomfort or annoyance
406,nominal,/?n¨».m?.n?l/,adj,???????in name or thought but not reality
233,non,/n¨»n/,prefix,"???????a prefix meaning 'not', e.g. non-alcoholic"
656,nonetheless,/?n?ne??l?s/,adv,"???????in spite of that, nevertheless"
183,nonlinear,/n?n?l?n??/,adj,???????not in a line
96,norm,/n?rm/,noun,???????an established standard of performance or behavior
222,notation,/no??te?.??n/,noun,???????a set of written signs or shapes that are used in music or mathematics
883,novice,/?n?v.?s/,noun,"???????a person with little or no experience in a particular activity, skill, or subject"
77,nucleus,/?nu.kli.?s/,noun,???????control center of a cell
345,null,/n?l/,adj,???????having no impact
106,numerical,/nu?m?r.?.k?l/,adj,???????includes numbers
339,nutrient,/?nu.tri.?nt/,noun,"???????a chemical, food, that animals and plants need to live, develop, and be healthy"
480,objection,/?b?d??k??n/,noun,"???????a reason for not supporting or being in agreement with an idea, action, or plan"
619,obscure,/?b?skj??r/,adj,"???????not famous, unknown by most people; not easy to understand"
331,observer,/?b?z?v?/,noun,???????someone who sees or notices something
2,obtain,/?b?te?n/,verb,???????to get
357,occupation,/??k.j??pe?.??n/,noun,???????a career or regular job
111,occurrence,/?k??ns/,noun,"???????something that happens, an event"
418,offspring,/??f?spr??/,noun,???????the child of a person or the young of a plant or animal
78,onset,/¨»n.s?t/,noun,???????the beginning
731,onwards,/??n.w?dz/,adv,???????forward
625,optical,/??p.t?.k?l/,adj,???????concerning vision or helping people see
71,optimal,/??p.t?.m?l/,adj,???????best
668,optimum,/??p.t?.m?m/,adj,???????the best or most desirable
173,oral,/??r.?l/,adj,???????by mouth
208,organ,/???.¨À?n/,noun,???????in biology: a grouping of tissues into a structure such as a heart or kidney
148,organism,/??r.g??n?z.?m/,noun,???????a living thing
404,orient,/???.i.?nt/,verb,???????to focus your attention or efforts on something
87,orientation,/??r.i.?n?te?.??n/,noun,"???????the ability to locate oneself in one's environment with reference to time, place, and people"
514,oscillation,/??s.??le?.??n/,noun,"???????movement, from side to side at a steady speed; a frequent change in size, strength, or direction between two limits"
221,outer,/?a?t?/,adj,???????on or around something
777,outlet,/?a?t.l?t/,noun,"???????a way for something to be released; a pipe, hole or wire through which gas, liquid or electricity flows"
765,overhead,/o?v?h?d/,adj,???????above a person's head
150,overlap,/?o?.v?r?l?p/,verb,???????to cover something else
287,overview,/?o?.v?r?vju/,noun,???????a description of the main features of something
873,oxidize,/??k.s??da?z/,verb,???????to make something combine with oxygen; to rust
278,oxygen,/??ks?d??n/,noun,"???????a gas in the air that has no smell or taste, and that all animals need to breathe"
797,painful,/?pe?n.f?l/,adj,???????causing or feeling physical pain or hurt
13,par,/p¨»r/,noun,???????the usual amount
214,paradigm,/?p?r.??da?m/,noun,???????a set of ideas that are used for understanding or explaining something
670,paradox,/?p??.??d?ks/,noun,"???????a saying that seems contrary to popular belief, but which may be true"
4,parameter,/p??r?m.?.t?r/,noun,"???????a characteristic or constant factor, a limit"
859,parcel,/p¨»rs?l/,noun,"???????a package or box wrapped in paper, a thing bigger than a letter that is sent in the mail"
918,pardon,/?p¨»?.d?n/,verb,???????to excuse
326,parental,/p??r?n.tl/,adj,"???????concerning, or provided by, a parent"
698,parenthesis,/p??r?n.¦È?.s?s/,noun,"???????one of two symbols ( and ), used in writing for separating a word, phrase, or number from a sentence"
59,partial,/p¨»r??l/,adj,???????not complete; favoring one side over another
300,partially,/p¨»r??li/,adv,???????in part; in some degree; not wholly
64,particle,/?p¨»r.t?.k?l/,noun,???????a very small piece of something
244,partition,/p¨»r?t??.?n/,noun,"???????a wall, screen, or piece of glass used to separate one area from another"
81,pathway,/?p?¦È?we?/,noun,???????a route; in biochemistry: a sequence of reactions
457,peasant,/?p?z.?nt/,noun,"???????a person of low social status, usually who works on a farm"
240,periodic,/?p??r.i??d.?k/,adj,"???????happening regularly, but not frequently"
399,peripheral,/p??r?f.?r.?l/,adj,???????not connected to the main or important part of something
644,pest,/p?st/,noun,???????an unwanted insect or small animal that eats plants or food supplies
818,pesticide,/?p?s.t??sa?d/,noun,???????a chemical substance used to kill pests
877,phenomenal,/f??n?m.?.nl/,adj,"???????unusual, remarkable"
477,philosopher,/f??l?s.?.f??/,noun,???????a person who studies ideas about things such as the meaning of life and truth
302,philosophical,/?f?l??s¨»f?kl?/,adj,???????concerning philosophy
76,phonological,/?fo?n.l??d?.?.k?l/,adj,???????concerning sound
610,phosphate,/?f?s.fe?t/,noun,???????a salt or compound used to help grown plants
864,photographic,/?fo?t??¨À??f?k/,adj,???????concerning the art of making images with cameras
572,physically,/?f?z?kli/,adv,???????in a manner related to the body
171,physician,/f?z???n/,noun,???????a medical doctor
628,physics,/f?z?ks/,noun,"???????the study of heat, light, and other forms of energy and how they affect objects"
311,physiological,/?f?z.i.??l?d?.?.k?l/,adj,???????concerning how the body functions
372,pi,/pa?/,noun,???????the ratio of the circumference to the diameter of a circle; approximately equal to 3.14
782,planner,/pl?n?/,noun,"???????a person, computer program or notebook used in planning"
729,plantation,/pl?n?te???n/,noun,"???????a large farm, usually in a hot climate"
449,plausible,/pl?z?b?l/,adj,???????being reasonable and possibly true
842,plug,/pl?g/,noun,???????an electrical connector; (v.) to fill or close tightly so liquid or air cannot pass
434,plural,/?pl??r.?l/,adj,???????refers to more than one person or thing
567,polar,/?po?.l?/,adj,???????concerning the areas near the North or South poles
612,pole,/po?l/,noun,"???????a long, narrow piece of metal or wood, that is used to hold or support something"
574,politically,/p??l?t.?k.li/,adv,???????in connection with government matters
714,portfolio,/p?rtfo?li?o?/,noun,???????a list of the financial assets held by an individual or other financial institution
640,portray,/p???t?e?/,verb,"???????to represent something or someone in a particular way, often for artistic purposes"
852,portrayal,/p?r?tre?.?l/,noun,"???????the way that something or someone is represented in a book, film, picture or other context"
497,positively,/?p¨».z?.t?v.li/,adv,???????definitely or certainly
862,poster,/?po?.st?/,noun,"???????a large, printed notice or picture"
916,postgraduate,/?p??st?¨À??dju.?t/,noun,???????study done after taking a first degree
700,potassium,/p??t?s.i.?m/,noun,"???????a common, soft, silvery white metal that is usually used for farming or industrial purposes"
846,powder,/?pa?.d?(?)/,noun,???????a dry substance made up of very small pieces
356,practitioner,/pr?k?t??.?.n?r/,noun,???????a person working in a profession such as medicine
359,pragmatic,/pr?g?m?t.?k/,adj,"???????dealing with problems in a reasonable, practical manner"
303,pre,/pri/,prefix,???????a prefix meaning 'before'
84,precede,/pr??sid/,verb,???????to go before
796,precipitate,/pr??s?p.??te?t/,verb,???????to cause to happen
778,precipitation,/pr??s?p.??te?.??n/,noun,"???????rain, snow or hail"
672,predator,/?p??d.?.t?/,noun,???????an animal that feeds itself by killing and eating other animals
98,prediction,/pr??d?k.??n/,noun,???????a statement of what will happen next
513,predominantly,/pr??d?m?n?ntl?/,adv,"???????in a way that is larger, greater or has more power than others"
730,prejudice,/?pr?.d??.d?s/,noun,"???????an unreasonable hatred for a group of people, usually a race or a religion"
301,preliminary,/pr?l?m?n??ri/,adj,???????before
632,presume,/pr??zum/,verb,???????to think that something is probably true
91,prevalence,/?pr?v.?.l?ns/,noun,"???????widespread, common, general"
694,prey,/p?e?/,noun,???????an animal that is killed and eaten by another animal
538,primer,/?p??.m?/,noun,???????a book that covers the basics of a subject; a kind of paint
387,primitive,/?p??m?t?v/,adj,???????being of an early time period in the past
223,probe,/pro?b/,noun,???????a system or piece of equipment that is used to get information
383,problematic,/?pr?b.l??m?t.?k/,adj,???????being difficult to deal with or fix
767,processor,/?p?¨»?s?s?/,noun,???????a machine or company that prepares something and makes it ready for use
412,productive,/pr??d?k.t?v/,adj,???????doing a lot of work and achieving a lot
360,productivity,/?pro?.d?k?t?v.?.ti/,noun,???????the rate at which something is made or done
605,profound,/pr?.fa?nd/,adj,???????showing a lot of deep knowledge or thought
508,progression,/pr??gr??.?n/,noun,???????the act of developing or getting closer to a goal
352,progressive,/p???¨À??s?v/,adj,???????believing in modern ideas and social or political change
144,projection,/pr??d??k.??n/,noun,???????a part that sticks out; an image on a screen; a prediction
305,prominent,/pr¨»m?n?nt/,adj,???????being important or well known
478,pronounce,/p???na?ns/,verb,???????to make the sound of a word or letter with your voice
88,proposition,/?pr?p.??z??.?n/,noun,???????an idea; a suggestion
351,protocol,/?pro?.t??k?l/,noun,???????a set of rules; computers use protocol so they can exchange information
609,proton,/?pro?.t?n/,noun,???????a very small part of an atom that has a positive electrical charge
317,psychiatric,/?sa?k???tr?k/,adj,???????concerning or used in psychiatry
660,psychologist,/?sa??k¨»l.?.d??st/,noun,???????an expert who studies the mind and behavior
215,psychology,/sa??k¨»l?d?i/,noun,???????the study of the mind and how it affects behaviour
9,publish,/?p?b.l??/,verb,"???????to print in a book, journal or online"
95,pulse,/p?ls/,noun,???????beat of the heart
915,punch,/p?nt?/,verb,???????to make a quick hit with a closed hand
762,punish,/?p?n??/,verb,???????to make someone suffer for bad behavior
527,punishment,/?p?n.??.m?nt/,noun,???????the act of punishing someone
380,purely,/?pj??li/,adv,???????for no other reason; only and completely
613,puzzle,/p?z?l/,noun,???????a problem that requires thought and skill to be solved
335,qualitative,/?kw?l.??te?.t?v/,adj,"???????concerning how good something is, rather than quantity"
165,quantitative,/?kw?n.t??te?.t?v/,adj,???????the describing or measuring of quantity.
534,quantum,/?kw?n.t?m/,noun,???????the smallest unit or amount of energy
333,questionnaire,/?kw?s.t???n??/,noun,"???????a series of written questions, given to many people, in order to learn information, facts and opinions"
870,quiz,/kw?z/,noun,???????a game in which players answer questions on a specific topic
581,quotation,/kwo??te?.??n/,noun,"???????words that a person has said or written in a play, book or movie"
949,rack,/r?k/,noun,"???????a frame, stand or hook on which things are set or hung"
909,radar,/??e?.d¨»?/,noun,???????a device that sends out radio waves for finding out the position of another object
197,radiation,/?re?.di?e?.??n/,noun,"???????energy that is radiated or transmitted in the form of rays, waves or particles."
368,radius,/?re?.di.?s/,noun,???????a given area or a range around a certain point; a line from the center of a circle to its edge
573,rainfall,/re?nf??l/,noun,???????water falling from the sky
396,randomize,/?r?n.d??ma?z/,verb,???????to arrange in a random order
476,randomly,/???ndm?li/,adv,???????with no pattern or clear purpose; by chance
114,rational,/?r??.?.nl/,adj,???????sensible; based on facts
633,rationality,/?r??.??n?l.?.ti/,noun,???????being able to think clearly
536,ray,/re?/,noun,???????the lines of light coming from an object
701,reactive,/?i???kt?v/,adj,???????ready or easy to react
903,reactor,/ri??k.t?r/,noun,???????a device used to control the release of nuclear energy as a power source
330,readily,/?r?d.l.i/,adv,???????in a quick and easy manner
706,realism,/??i.?l?zm/,noun,"???????dealing with difficulties as they are, rather than as you want"
590,realistic,/?ri.??l?s.t?k/,adj,???????looks real
485,realm,/r?lm/,noun,???????the area ruled by a king or queen
30,receptor,/r??s?p.t?r/,noun,???????a device that receives information
892,recipe,/?r?s.?.pi/,noun,???????directions for making something
547,reconstruct,/?ri.k?n?str?kt/,verb,???????to rebuild something after it has been destroyed
45,regime,/r???im/,noun,???????a system of management; a form of government
55,regression,/r??gr??.?n/,noun,???????going back; in statistics: a type of correlational procedure that focuses on predicting the values of an outcome based on its correlation with another variable.
665,rehabilitation,/?ri???b?l??te???n/,noun,"???????a scheme to help someone who has been ill or in prison to return to a healthy, independent, and useful life"
340,reinforce,/r?i?nf?rs/,verb,???????to strengthen
428,rejection,/???d??k.??n/,noun,???????the act of refusing to consider or believe something
402,reliability,/ril?a??b?l?ti/,noun,???????a quality that makes someone or something dependable and deserving of trust
307,render,/?r?n.d?r/,verb,"???????to cause someone or something to behave in a particular way, or to enter into a particular condition"
1,repertoire,/?r?p.?r?tw¨»r/,noun,???????a collection of skills or accomplishments.
430,replacement,/r??ple?s.m?nt/,noun,"???????the act of putting something new in the place of something that is old, broken or missing"
376,replicate,/?r?p.l??ke?t/,verb,"???????to repeat something, such as an experiment, study or process"
486,replication,/?r?p.l??ke?.??n/,noun,???????the act of making copies
362,reproduce,/r?ipr?dus/,verb,???????to make a copy of something
408,reproduction,/??i?p???d?k??n/,noun,???????the process that produces the next generation
766,republic,/???p?b.l?k/,noun,???????a country governed by elected representatives
419,resemble,/r?z?mb?l/,verb,???????to be similar to someone or something in looks or manner
749,reservoir,/?r?z.?r?vw¨»r/,noun,"???????a lake, usually artificial, where water is collected and stored for the use of a community or industry"
293,residual,/r??z?d?.u.?l/,adj,"???????concerning the last little bit, after the rest has gone or ended"
364,residue,/?r?z.??du/,noun,???????left over after part or most is taken away
525,resistant,/???z?st?nt/,adj,???????not affected by something
614,respiratory,/?r?s.p?r.??t?r.i/,adj,???????to do with breathing
631,retrieve,/r?triv/,verb,???????to find and get something from somewhere
550,revolutionary,/???v??lu??n??i/,adj,???????a significant change in something
454,rewrite,/ri?ra?t/,verb,"???????to write something again, usually to improve it or correct errors"
